0;2;3;20;20.0;0.0;[2, 6, 4, 5];
1;2;3;20;19.0;0.0;[2, 6, 4, 5];
2;2;3;20;18.0;0.0;[2, 6, 4, 5];
3;2;3;20;17.0;0.0;[2, 6, 4, 5];
4;2;3;20;16.0;0.0;[2, 6, 4, 5];
5;2;3;20;15.0;0.0;[2, 6, 4, 5];
6;2;3;20;14.0;0.0;[2, 6, 4, 5];
7;2;3;20;13.0;0.0;[2, 6, 4, 5];
8;2;2;21;14.0;0.0;[2, 6, 4, 5];
9;2;2;21;13.0;0.0;[2, 6, 4, 5];
10;2;2;21;12.0;0.0;[2, 6, 4, 5];
11;2;2;21;11.0;0.0;[2, 6, 4, 5];
12;2;2;21;10.0;0.0;[2, 6, 4, 5];
13;2;2;21;9.0;0.0;[2, 6, 4, 5];
14;2;2;21;8.0;0.0;[2, 6, 4, 5];
15;2;2;21;7.0;0.0;[2, 6, 4, 5];
16;2;2;21;6.0;0.0;[2, 6, 4, 5];
17;2;2;21;5.0;0.0;[2, 6, 4, 5];
18;2;2;21;4.0;0.0;[2, 6, 4, 5];
19;2;1;22;5.0;0.0;[2, 6, 4, 5];
20;2;1;22;4.0;0.0;[2, 6, 4, 5];
21;1;1;23;6.0;20.0;[2, 6, 4, 5];
22;1;1;23;5.0;20.0;[2, 6, 4, 5];
23;1;1;23;4.0;20.0;[2, 6, 4, 5];
24;1;1;23;3.0;20.0;[2, 6, 4, 5];
25;1;1;23;2.0;20.0;[2, 6, 4, 5];
26;1;1;23;1.0;20.0;[2, 6, 4, 5];
27;1;1;23;1.0;20.0;[2, 6, 4, 5];
28;1;1;23;0.0;20.0;[2, 6, 4, 5];
